Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52661162,"The Searcher (Cal Hooper, #1)",Tana French,"French, Tana",,"=""073522465X""","=""9780735224650""",3.0,Viking,Hardcover,451,2020,2020,2021/02/28,2020/10/07,,,read,,,,1,0
53138081,The Four Winds,Kristin Hannah,"Hannah, Kristin",,"=""1250178606""","=""9781250178602""",0,St. Martin's Press,Hardcover,464,2021,2021,,2021/01/27,to-read,to-read (#72),to-read,,,,0,0
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""1473211565""","=""9781473211568""",3.0,Gollancz,Paperback,448,2016,1997,2021/01/20,2020/09/23,,,read,,,,1,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",4.0,Penguin Books,Kindle Edition,382,2020,2020,2020/12/13,2020/10/07,,,read,,,,1,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,Bloomsbury Publishing,Hardcover,803,2020,2020,,2020/12/10,to-read,to-read (#71),to-read,,,,0,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",4.0,Flatiron Books,Hardcover,461,2019,2019,2020/11/11,2019/11/19,,,read,,,,1,0
52454426,Devolution: A Firsthand Account of the Rainier Sasquatch Massacre,Max Brooks,"Brooks, Max",,"=""1984826786""","=""9781984826787""",3.0,Del Rey Books,Hardcover,286,2020,2020,2020/10/08,2020/06/16,,,read,,,,1,0
49247317,And Now She's Gone,Rachel Howzell Hall,"Hall, Rachel Howzell",,"=""1250753171""","=""9781250753175""",0,Forge Books,Hardcover,381,2020,2020,,2020/10/07,to-read,to-read (#70),to-read,,,,0,0
48829708,"To Sleep in a Sea of Stars (Fractalverse, #1)",Christopher Paolini,"Paolini, Christopher",,"=""1250762847""","=""9781250762849""",0,Tor Books,Hardcover,880,2020,2020,,2020/10/07,to-read,to-read (#69),to-read,,,,0,0
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,Sourcebooks Landmark,Hardcover,432,2018,2018,,2020/10/07,to-read,to-read (#68),to-read,,,,0,0
51854625,The Devil and the Dark Water,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,Sourcebooks Landmark,Hardcover,463,2020,2020,,2020/10/07,to-read,to-read (#67),to-read,,,,0,0
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219185""","=""9780316219181""",4.0,Orbit,Paperback,400,2014,1996,2020/09/23,2020/09/11,,,read,,,,1,0
49397137,The Exiles,Christina Baker Kline,"Kline, Christina Baker",,"=""0062356348""","=""9780062356345""",0,Mariner Books,Hardcover,370,2020,2020,,2020/09/15,to-read,to-read (#66),to-read,,,,0,0
45152372,How to Stop Time,Matt Haig,"Haig, Matt",,"=""0525522891""","=""9780525522898""",0,Penguin Books,Paperback,339,2019,2017,,2020/09/15,to-read,to-read (#65),to-read,,,,0,0
42080142,The Turn of the Key,Ruth Ware,"Ware, Ruth",,"=""1501188771""","=""9781501188770""",0,Scout Press,Hardcover,337,2019,2019,,2020/09/15,to-read,to-read (#64),to-read,,,,0,0
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""198216963X""","=""9781982169633""",0,Atria Publishing,Hardcover,336,2019,2019,,2020/09/15,to-read,to-read (#63),to-read,,,,0,0
34275222,"Force of Nature (Aaron Falk, #2)",Jane Harper,"Harper, Jane",,"=""1250105633""","=""9781250105639""",0,Flatiron Books,Hardcover,326,2018,2017,,2020/09/11,to-read,to-read (#62),to-read,,,,0,0
89186,Pushing Ice,Alastair Reynolds,"Reynolds, Alastair",,"=""0441014011""","=""9780441014019""",0,Ace Hardcover,Hardcover,458,2006,2005,,2020/09/11,to-read,to-read (#61),to-read,,,,0,0
11529868,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,"=""0812992792""","=""9780812992793""",0,Random House,Hardcover,443,2012,2012,,2020/09/11,to-read,to-read (#60),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",5.0,G.P. Putnam’s Sons,ebook,384,2018,2018,2020/09/11,2020/09/01,,,read,,,,1,0
40276534,The Body Keeper (Detective Jude Fontaine Mysteries #3),Anne Frasier,"Frasier, Anne",,"=""1542090245""","=""9781542090247""",4.0,Thomas & Mercer,Kindle Edition,300,2019,2019,2020/09/01,2020/09/01,,,read,,,,1,0
37662051,"The Body Counter (Detective Jude Fontaine Mysteries, #2)",Anne Frasier,"Frasier, Anne",,"=""1503955990""","=""9781503955998""",3.0,Thomas & Mercer,Kindle Edition,297,2018,2018,2020/09/01,2020/09/01,,,read,,,,1,0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""0316219134""","=""9780316219136""",4.0,Orbit,Paperback,352,2013,1995,2020/09/01,2020/08/16,,,read,,,,1,0
883235,The Shell Collector,Anthony Doerr,"Doerr, Anthony",,"=""0142002968""","=""9780142002964""",0,Penguin Books,Paperback,219,2003,2001,,2020/08/28,to-read,to-read (#59),to-read,,,,0,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,Tor.com,ebook,144,2017,2017,,2020/08/26,to-read,to-read (#58),to-read,,,,0,0
27918419,"The Body Reader (Detective Jude Fontaine Mysteries, #1)",Anne Frasier,"Frasier, Anne",,"=""""","=""""",4.0,Thomas & Mercer,Kindle Edition,304,2016,2016,,2020/08/16,,,read,,,,1,0
46223327,"A Peculiar Peril (The Misadventures of Jonathan Lambshead, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""0374308861""","=""9780374308865""",0,"Farrar, Straus and Giroux (BYR)",Hardcover,656,2020,2020,,2020/08/08,to-read,to-read (#57),to-read,,,,0,0
49931364,The Down Days,Ilze Hugo,"Hugo, Ilze",,"=""1982121548""","=""9781982121549""",0,Skybound Books,Hardcover,368,2020,2020,,2020/08/08,to-read,to-read (#56),to-read,,,,0,0
8855321,Leviathan Wakes,James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",4.0,Orbit,Paperback,561,2011,2011,2018/07/07,2018/05/18,,,read,,,,1,0
29774026,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,"Shannon, Samantha",,"=""""","=""""",5.0,Bloomsbury Publishing,ebook,848,2019,2019,2020/06/02,2020/05/24,,,read,,,,1,0
12591698,"Caliban’s War (The Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""1841499900""","=""9781841499901""",4.0,"Orbit/Little, Brown Book Group",Paperback,624,2012,2012,2020/07/25,2020/06/17,,,read,,,,1,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",4.0,Ballantine Books,Hardcover,342,2016,2016,2020/05/23,2017/08/01,,,read,,,,1,0
39938177,No Exit,Taylor  Adams,"Adams, Taylor",,"=""0062875655""","=""9780062875655""",3.0,William Morrow,Hardcover,336,2019,2017,2020/05/09,2019/04/02,,,read,,,,1,0
32599492,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,"Lagercrantz, David",George Goulding,"=""""","=""""",3.0,MacLehose Press,ebook,347,2017,2017,2020/05/04,2020/04/21,,,read,,,,1,0
27824826,"The Dry (Aaron Falk, #1)",Jane Harper,"Harper, Jane",,"=""""","=""""",4.0,Macmillan Australia,ebook,336,2016,2016,2020/04/21,2019/02/19,,,read,,,,1,0
39863443,"The Malta Exchange (Cotton Malone, #14)",Steve Berry,"Berry, Steve",,"=""1250140269""","=""9781250140265""",3.0,Minotaur Books,Hardcover,401,2019,2019,2020/04/08,2020/03/10,,,read,,,,1,0
6218281,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,"Bradley, Alan",,"=""0385342306""","=""9780385342308""",0,Delacorte Press,Hardcover,374,2009,2009,,2020/04/07,to-read,to-read (#54),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,Vintage Books,Paperback,559,2004,1992,,2020/04/07,to-read,to-read (#53),to-read,,,,0,0
2517,My Name Is Red,Orhan Pamuk,"Pamuk, Orhan",Erdağ M. Göknar,"=""""","=""""",0,Vintage,Paperback,417,2002,1998,,2020/03/23,to-read,to-read (#52),to-read,,,,0,0
294047,Amazonia,James Rollins,"Rollins, James",,"=""0060002492""","=""9780060002497""",4.0,Avon Books,Mass Market Paperback,510,2002,2002,2020/03/10,2019/01/17,,,read,,,,1,0
52222275,Exhalation,Ted Chiang,"Chiang, Ted",,"=""1101947888""","=""9781101947883""",0,Alfred A. Knopf,Hardcover,350,2019,2019,,2019/11/19,to-read,to-read (#44),to-read,,,,0,0
51037979,In an Instant,Suzanne Redfearn,"Redfearn, Suzanne",,"=""1542006597""","=""9781542006590""",0,Lake Union Publishing,Kindle Edition,326,2020,2020,,2020/03/03,to-read,to-read (#51),to-read,,,,0,0
46138193,The Mercies,Kiran Millwood Hargrave,"Hargrave, Kiran Millwood",,"=""0316529257""","=""9780316529259""",0,"Little, Brown and Company",Hardcover,345,2020,2020,,2020/03/03,to-read,to-read (#50),to-read,,,,0,0
22551730,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,"Larson, Erik",,"=""0307408868""","=""9780307408860""",0,Crown Publishers,Hardcover,430,2015,2015,,2020/03/03,to-read,to-read (#49),to-read,,,,0,0
51187948,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"Larson, Erik",,"=""038534872X""","=""9780385348720""",0,Crown ,Kindle Edition,546,2020,2020,,2020/03/03,to-read,to-read (#48),to-read,,,,0,0
40545994,The Killer Collective,Barry Eisler,"Eisler, Barry",,"=""1503904261""","=""9781503904262""",4.0,Thomas & Mercer,Hardcover,416,2019,2019,2020/02/22,2019/04/02,,,read,,,,1,0
10929432,"The Archived (The Archived, #1)",Victoria Schwab,"Schwab, Victoria",,"=""1423157311""","=""9781423157311""",0,Hyperion,Hardcover,327,2013,2013,,2020/02/21,to-read,to-read (#47),to-read,,,,0,0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",3.0,Hachette Book Group,Mass Market Paperback,398,2009,1994,2020/02/02,2019/12/13,,,read,,,,1,0
26892110,The Library at Mount Char,Scott  Hawkins,"Hawkins, Scott",,"=""0553418629""","=""9780553418620""",0,Broadway Books,Paperback,390,2016,2015,,2019/12/28,to-read,to-read (#46),to-read,,,,0,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",0,Penguin Books,Paperback,495,2019,2016,,2019/12/13,to-read,to-read (#45),to-read,,,,0,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",5.0,Crown,Hardcover,329,2019,2019,2019/12/13,2019/06/18,,,read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,Celadon Books,Hardcover,336,2019,2019,,2019/11/19,to-read,to-read (#43),to-read,,,,0,0
40697540,Run Away,Harlan Coben,"Coben, Harlan",,"=""1538748460""","=""9781538748466""",0,Grand Central Publishing,Hardcover,371,2019,2019,,2019/11/19,to-read,to-read (#42),to-read,,,,0,0
43933,Tell No One,Harlan Coben,"Coben, Harlan",,"=""0440236703""","=""9780440236702""",0,Dell Publishing Company,Mass Market Paperback,370,2009,2001,,2019/11/19,to-read,to-read (#41),to-read,,,,0,0
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""038554121X""","=""9780385541213""",0,Doubleday,Hardcover,498,2019,2019,,2019/11/19,to-read,to-read (#40),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,Doubleday,Hardcover,506,2011,2011,,2019/11/19,to-read,to-read (#39),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,Penguin Press,Hardcover,246,2019,2019,,2019/11/19,to-read,to-read (#38),to-read,,,,0,0
41723456,The Overdue Life of Amy Byler,Kelly Harms,"Harms, Kelly",,"=""1542042968""","=""9781542042963""",0,Lake Union Publishing,Hardcover,332,2019,2019,,2019/11/19,to-read,to-read (#37),to-read,,,,0,0
40545956,Where the Forest Meets the Stars,Glendy Vanderah,"Vanderah, Glendy",,"=""154204006X""","=""9781542040068""",0,Lake Union Publishing,Hardcover,332,2019,2019,,2019/11/19,to-read,to-read (#36),to-read,,,,0,0
18215192,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David   French,"=""1473211530""","=""9781473211537""",4.0,Gollancz,Paperback,384,2015,1992,2019/11/16,2019/10/08,,,read,,,,1,0
1128434,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej","Danusia Stok, Peter Kenny","=""0575077832""","=""9780575077836""",4.0,Gollancz,Hardcover,384,2007,1993,2019/10/07,2017/11/21,,,read,,,,1,0
39804936,"King of Scars (King of Scars, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250142288""","=""9781250142283""",3.0,Imprint,Hardcover,528,2019,2019,2019/08/28,2019/06/18,,,read,,,,1,0
23519826,"The Doll's House (Helen Grace, #3)",M.J. Arlidge,"Arlidge, M.J.",,"=""1405919191""","=""9781405919197""",0,Penguin Books,Paperback,434,2015,2015,,2019/06/22,,,read,,,,1,0
39863488,The Lost Man,Jane Harper,"Harper, Jane",,"=""1250105684""","=""9781250105684""",0,Flatiron Books,Hardcover,340,2019,2018,,2019/06/18,to-read,to-read (#35),to-read,,,,0,0
40524312,"Black Leopard, Red Wolf (The Dark Star Trilogy, #1)",Marlon James,"James, Marlon",,"=""0735220174""","=""9780735220171""",0,Riverhead Books,Hardcover,620,2019,2019,,2019/06/18,to-read,to-read (#33),to-read,,,,0,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",0,Ballantine Books,Hardcover,368,2019,2019,,2019/06/18,to-read,to-read (#32),to-read,,,,0,0
32946992,"Exile (Marc Dane, #2)",James Swallow,"Swallow, James",,"=""1785760467""","=""9781785760464""",4.0,Zaffre,Kindle Edition,446,2017,2017,2019/04/05,2019/02/08,,,read,,,,1,0
41021631,"The Monkey's Raincoat (Elvis Cole, #1)",Robert Crais,"Crais, Robert",,"=""""","=""""",0,Crimeline,ebook,226,2011,1987,,2019/03/10,to-read,to-read (#31),to-read,,,,0,0
42871246,The Wolf in the Whale,Jordanna Max Brodsky,"Brodsky, Jordanna Max",,"=""0356512606""","=""9780356512600""",0,Orbit,Paperback,521,2019,2019,,2019/02/19,to-read,to-read (#30),to-read,,,,0,0
32051912,The Alice Network,Kate Quinn,"Quinn, Kate",,"=""0062654195""","=""9780062654199""",0,William Morrow Paperbacks,Paperback,503,2017,2017,,2019/02/19,to-read,to-read (#29),to-read,,,,0,0
26631716,Crisis (Luke Carlton #1),Frank   Gardner,"Gardner, Frank",,"=""0593075781""","=""9780593075784""",3.0,Bantam Press,Hardcover,464,2016,2016,2019/02/08,2018/01/05,,,read,,,,1,0
22535503,Finding Jake,Bryan Reardon,"Reardon, Bryan",,"=""0062339486""","=""9780062339485""",0,William Morrow,Hardcover,264,2015,2015,,2019/01/18,to-read,to-read (#28),to-read,,,,0,0
1525997,"Speaks the Nightbird (Matthew Corbett, #1)",Robert McCammon,"McCammon, Robert",,"=""1416552502""","=""9781416552505""",0,Pocket Books,Paperback,792,2007,2002,,2019/01/17,to-read,to-read (#27),to-read,,,,0,0
21685,"A Drink Before the War (Kenzie & Gennaro, #1)",Dennis Lehane,"Lehane, Dennis",,"=""0156029022""","=""9780156029025""",0,Mariner Books,Paperback,282,2003,1994,,2019/01/17,to-read,to-read (#26),to-read,,,,0,0
28954858,"Nomad (Marc Dane, #1)",James Swallow,"Swallow, James",,"=""1785760416""","=""9781785761836""",4.0,Zaffre Books,Hardcover,496,2016,2016,2019/01/16,2018/01/05,,,read,,,,1,0
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",3.0,Ballantine Books,Mass Market Paperback,416,1991,1990,,2016/06/16,,,read,,,,1,0
28363972,The Last Days of Night,Graham Moore,"Moore, Graham",,"=""0812988906""","=""9780812988901""",4.0,Random House,Hardcover,371,2016,2016,2018/10/15,2017/06/06,,,read,,,,1,0
33286623,A Double Life,Flynn Berry,"Berry, Flynn",,"=""073522496X""","=""9780735224964""",0,Viking,Hardcover,261,2018,2018,,2018/07/28,to-read,to-read (#25),to-read,,,,0,0
36464014,The Price You Pay,Aidan Truhen,"Truhen, Aidan",Nick Harkaway,"=""1524733377""","=""9781524733377""",0,Knopf Publishing Group,Hardcover,288,2018,2018,,2018/07/28,to-read,to-read (#24),to-read,,,,0,0
39877105,After the Monsoon: An Ernst Grip Novel,Robert Karjel,"Karjel, Robert",David Colacci,"=""1982528249""","=""9781982528249""",0,HarperCollins,Audible Audio,0,2018,2016,,2018/07/28,to-read,to-read (#23),to-read,,,,0,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",3.0,Crown,Hardcover,305,2017,2017,2018/05/18,2017/11/21,,,read,,,,1,0
25111119,Barkskins,Annie Proulx,"Proulx, Annie",,"=""0743288785""","=""9780743288781""",0,Scribner,Hardcover,717,2016,2016,,2018/02/15,to-read,to-read (#22),to-read,,,,0,0
12111823,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,"Martin, George R.R.",,"=""0002247410""","=""9780002247412""",0,Harper Voyager,Hardcover,,,,,2018/01/30,to-read,to-read (#21),to-read,,,,0,0
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""0553804677""","=""9780553804676""",0,Bantam Spectra,Hardcover,499,2006,2006,,2018/01/30,to-read,to-read (#20),to-read,,,,0,0
33805558,Ultimatum (Luke Carlton #2),Frank   Gardner,"Gardner, Frank",,"=""""","=""""",0,Transworld Digital,ebook,394,2018,2018,,2018/01/05,to-read,to-read (#19),to-read,,,,0,0
625603,"Horus Rising (The Horus Heresy, #1)",Dan Abnett,"Abnett, Dan",,"=""184416294X""","=""9781844162949""",0,Black Library,Paperback,416,2006,2006,,2018/01/05,to-read,to-read (#18),to-read,,,,0,0
30809689,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""039360909X""","=""9780393609097""",0,W. W. Norton & Company,Hardcover,299,2017,2017,,2017/12/14,to-read,to-read (#17),to-read,,,,0,0
32148570,Before We Were Yours,Lisa Wingate,"Wingate, Lisa",,"=""0425284689""","=""9780425284681""",0,Ballantine Books,Hardcover,342,2017,2017,,2017/12/14,to-read,to-read (#16),to-read,,,,0,0
22609257,"Palace of Treason (Red Sparrow Trilogy, #2)",Jason  Matthews,"Matthews, Jason",,"=""1476793743""","=""9781476793740""",0,Scribner,Hardcover,480,2015,2015,,2017/11/21,to-read,to-read (#15),to-read,,,,0,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen  King,"King, Stephen",,"=""""","=""""",3.0,Plume,Paperback,231,2003,1982,2017/10/19,2017/08/20,,,read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,Faber & Faber,Paperback,258,2005,1989,,2017/10/05,to-read,to-read (#14),to-read,,,,0,0
31287693,Dragon Teeth,Michael Crichton,"Crichton, Michael",,"=""0008173060""","=""9780008173067""",3.0,HarperCollins Publishers,Paperback,295,2017,2017,2017/08/17,2017/08/01,,,read,,,,1,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,Tor Books,Hardcover,541,2006,2006,,2017/08/01,to-read,to-read (#13),to-read,,,,0,0
12600138,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""0307887448""","=""9780307887443""",0,Ballantine Books,Paperback,374,2012,2011,,2017/08/01,to-read,to-read (#12),to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",3.0,Avon,Mass Market Paperback,1152,2002,1999,2017/08/01,2017/06/10,,,read,,,,1,0
24862192,After the Crash,Michel Bussi,"Bussi, Michel",,"=""0297871420""","=""9780297871422""",3.0,Orion Books,Hardcover,432,2015,2013,2017/07/16,2017/06/06,,,read,,,,1,0
7959473,"American Assassin (Mitch Rapp, #1)",Vince Flynn,"Flynn, Vince",,"=""141659518X""","=""9781416595182""",3.0,Atria Simon & Schuster,Hardcover,448,2010,2010,2017/07/08,2017/05/21,,,read,,,,1,0
15803037,"Red Sparrow (Red Sparrow Trilogy, #1)",Jason  Matthews,"Matthews, Jason",,"=""1476706123""","=""9781476706122""",4.0,Scribner,Hardcover,434,2013,2013,2017/05/21,2017/03/13,,,read,,,,1,0
18775247,Mr. Mercedes (Bill Hodges #1),Stephen  King,"King, Stephen",,"=""1476754454""","=""9781476754451""",3.0,Scribner,Hardcover,437,2014,2014,2017/03/13,2016/12/19,,,read,,,,1,0
25666046,The North Water,Ian McGuire,"McGuire, Ian",,"=""1627795944""","=""9781627795944""",4.0,Henry Holt and Co.,Hardcover,255,2016,2016,2016/12/19,2016/03/03,,,read,,,,1,0
25816688,The Fireman,Joe  Hill,"Hill, Joe",,"=""0062200631""","=""9780062200631""",0,William Morrow,Hardcover,752,2016,2016,,2016/12/07,to-read,to-read (#11),to-read,,,,0,0
25526965,"End of Watch (Bill Hodges Trilogy, #3)",Stephen  King,"King, Stephen",,"=""1501129740""","=""9781501129742""",0,Scribner,Hardcover,432,2016,2016,,2016/12/07,to-read,to-read (#10),to-read,,,,0,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,Doubleday,Hardcover,306,2016,2016,,2016/12/07,to-read,to-read (#9),to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4.0,Orion Children's Books,Kindle Edition,561,2016,2016,2016/11/24,2016/04/23,,,read,"A good sequel. Little slow in setting up the direction, but finishes great.",,,1,0
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""""","=""""",0,Vintage Crime,Paperback,231,1988,1939,,2016/10/08,to-read,to-read (#8),to-read,,,,0,0
23153154,"Memory Man (Amos Decker, #1)",David Baldacci,"Baldacci, David",,"=""1455559822""","=""9781455559824""",2.0,Grand Central Publishing,Hardcover,416,2015,2015,2016/09/28,2016/08/16,,,read,,,,1,0
465226,"The Redbreast (Harry Hole, #3)",Jo Nesbø,"Nesbø, Jo",,"=""184343217X""","=""9781843432173""",3.0,Harvill Secker,Paperback,519,2006,2000,2016/08/01,2016/07/05,,,read,,,,1,0
22236161,"Pop Goes the Weasel (Helen Grace, #2)",M.J. Arlidge,"Arlidge, M.J.",,"=""1405914955""","=""9781405914956""",4.0,Penguin Books (UK),Paperback,426,2014,2014,2016/07/03,2016/06/16,,,read,,,,1,0
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",3.0,Arrow Books,Mass Market Paperback,489,2000,1999,,2016/06/16,,,read,,,,1,0
296298,The Guns of Navarone,Alistair MacLean,"MacLean, Alistair",,"=""0449214729""","=""9780449214725""",5.0,Fawcett,Mass Market Paperback,410,1987,1957,,2016/06/16,,,read,,,,1,0
32499,The Pelican Brief,John Grisham,"Grisham, John",,"=""0385339704""","=""9780385339704""",4.0,Delta,Paperback,400,2006,1992,,2016/06/16,,,read,,,,1,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",4.0,Orion,Paperback,566,2005,1980,,2016/06/16,,,read,,,,1,0
15159,Absolute Power,David Baldacci,"Baldacci, David",,"=""0330419641""","=""9780330419642""",2.0,Pan Macmillan,Paperback,550,2003,1996,,2016/06/16,,,read,,,,1,0
11125,Digital Fortress,Dan    Brown,"Brown, Dan",,"=""""","=""""",2.0,Corgi books,Paperback,510,2004,1998,,2016/06/16,,,read,,,,1,0
5358,"The Firm (Penguin Readers, Level 5)",Robin Waterfield,"Waterfield, Robin",John Grisham,"=""0582418275""","=""9780582418271""",5.0,Addison Wesley Publishing Company,Paperback,76,2000,1995,,2016/06/16,,,read,,,,1,0
976,Deception Point,Dan    Brown,"Brown, Dan",,"=""0671027387""","=""9780671027384""",3.0,Pocket Books,Paperback,556,2002,2001,,2016/06/16,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5.0,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2016/06/16,,,read,,,,1,0
32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,"Grisham, John",,"=""""","=""""",4.0,Dell,Mass Market Paperback,738,2004,1989,,2016/06/16,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",5.0,Pocket Books,Mass Market Paperback,736,2006,2000,,2016/06/16,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",4.0,Ballantine Books,Paperback,415,2014,2012,,2016/06/16,,,read,,,,1,0
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",5.0,Viking Canada,Hardcover,480,2008,2005,,2016/06/16,,,read,,,,1,0
113436,Eragon (The Inheritance Cycle #1),Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",4.0,Alfred A. Knopf,Paperback,503,2005,2002,,2016/06/16,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5.0,Bantam,Mass Market Paperback,835,2005,1996,,2016/06/16,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5.0,Scholastic Inc,Hardcover,309,2003,1997,,2016/06/16,,,read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Maria Skibniewska, Francis Ledoux","=""0618346252""","=""9780618346257""",5.0,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2016/06/16,,,read,,,,1,0
22369,"All-Star Superman, Vol. 1",Grant Morrison,"Morrison, Grant",Frank Quitely,"=""1401209149""","=""9781401209148""",5.0,DC Comics,Hardcover,160,2007,2007,,2016/06/16,,,read,,,,1,0
10889279,Batman: The Black Mirror,Scott Snyder,"Snyder, Scott","Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron","=""140123206X""","=""9781401232061""",5.0,DC Comics,Hardcover,288,2011,2011,,2016/06/16,,,read,,,,1,0
